// bulldozer storage "level13" last updated 11-06-2016 15:20:23
nextlevel = "level14"
"a17" 4 0
"a16" 4 0
"b16" 4 0
"c16" 4 0
"d16" 4 0
"d15" 4 0
"c15" 4 0
"c14" 4 0
"b14" 4 0
"a14" 4 0
"a13" 4 0
"b13" 4 0
"b12" 4 0
"a12" 4 0
"a15" 4 0
"d14" 4 0
"j16" 4 0
"j15" 4 0
"k15" 4 0
"k14" 4 0
"j14" 4 0
"l14" 4 0
"l13" 4 0
"k13" 4 0
"k12" 4 0
"l12" 4 0
"m12" 4 0
"n12" 4 0
"m11" 4 0
"l11" 4 0
"k11" 4 0
"m13" 4 0
"l16" 4 0
"n16" 4 0
"p16" 4 0
"r16" 4 0
"t16" 4 0
"t15" 4 0
"s15" 4 0
"s14" 4 0
"r14" 4 0
"r13" 4 0
"q13" 4 0
"q12" 4 0
"p12" 4 0
"r12" 4 0
"s12" 4 0
"t12" 4 0
"t11" 4 0
"t10" 4 0
"t9" 4 0
"t8" 4 0
"t7" 4 0
"t6" 4 0
"s6" 4 0
"r6" 4 0
"q6" 4 0
"p6" 4 0
"o6" 4 0
"n6" 4 0
"m6" 4 0
"l6" 4 0
"l5" 4 0
"k5" 4 0
"j5" 4 0
"i5" 4 0
"h5" 4 0
"g5" 4 0
"f5" 4 0
"e5" 4 0
"d5" 4 0
"c5" 4 0
"b5" 4 0
"a5" 4 0
"a4" 4 0
"b4" 4 0
"c4" 4 0
"d4" 4 0
"e4" 4 0
"f4" 4 0
"g4" 4 0
"h4" 4 0
"i4" 4 0
"j4" 4 0
"k4" 4 0
"l4" 4 0
"m4" 4 0
"n4" 4 0
"o4" 4 0
"p4" 4 0
"q4" 4 0
"r4" 4 0
"s4" 4 0
"t4" 4 0
"t3" 4 0
"s3" 4 0
"r3" 4 0
"q3" 4 0
"p3" 4 0
"o3" 4 0
"n3" 4 0
"m3" 4 0
"l3" 4 0
"k3" 4 0
"j3" 4 0
"i3" 4 0
"h3" 4 0
"g3" 4 0
"f3" 4 0
"e3" 4 0
"d3" 4 0
"c3" 4 0
"b3" 4 0
"a3" 4 0
"a2" 4 0
"b2" 4 0
"c2" 4 0
"d2" 4 0
"e2" 4 0
"f2" 4 0
"g2" 4 0
"h2" 4 0
"i2" 4 0
"j2" 4 0
"k2" 4 0
"l2" 4 0
"m2" 4 0
"n2" 4 0
"o2" 4 0
"p2" 4 0
"q2" 4 0
"r2" 4 0
"s2" 4 0
"t2" 4 0
"t1" 4 0
"s1" 4 0
"r1" 4 0
"q1" 4 0
"p1" 4 0
"o1" 4 0
"n1" 4 0
"m1" 4 0
"l1" 4 0
"k1" 4 0
"j1" 4 0
"i1" 4 0
"h1" 4 0
"g1" 4 0
"f1" 4 0
"e1" 4 0
"d1" 4 0
"c1" 4 0
"b1" 4 0
"a1" 4 0
"t5" 4 0
"s5" 4 0
"r5" 4 0
"q5" 4 0
"p5" 4 0
"o5" 4 0
"n5" 4 0
"m5" 4 0
"a6" 4 0
"b6" 4 0
"c6" 4 0
"d6" 4 0
"d7" 4 0
"c7" 4 0
"b7" 4 0
"a7" 4 0
"t13" 4 0
"s13" 4 0
"t14" 4 0
"t19" 4 0
"s19" 4 0
"r19" 4 0
"q19" 4 0
"p19" 4 0
"o19" 4 0
"n19" 4 0
"m19" 4 0
"l19" 4 0
"k19" 4 0
"k20" 4 0
"j20" 4 0
"i20" 4 0
"h20" 4 0
"g20" 4 0
"f20" 4 0
"e20" 4 0
"d20" 4 0
"c20" 4 0
"b20" 4 0
"a20" 4 0
"l20" 4 0
"m20" 4 0
"n20" 4 0
"o20" 4 0
"p20" 4 0
"q20" 4 0
"r20" 4 0
"s20" 4 0
"t20" 4 0
"m15" 4 0
"o15" 4 0
"q15" 4 0
"p14" 4 0
"o13" 4 0
"n14" 4 0
"l8" 1 1
"r10" 2 0
"r9" 2 0
"r8" 2 0
"q8" 2 0
"q9" 2 0
"q10" 2 0
"c9" 3 0
"f9" 3 0
"f12" 3 0
"f14" 3 0
"h13" 3 0
"h12" 3 0
