// bulldozer storage "level4" last updated 16-11-2015 05:09:50
nextlevel = "level5"
"g5" 4 0
"f5" 4 0
"e5" 4 0
"d5" 4 0
"c5" 4 0
"b5" 4 0
"a5" 4 0
"a6" 4 0
"b6" 4 0
"c6" 4 0
"d6" 4 0
"e6" 4 0
"f6" 4 0
"g6" 4 0
"h6" 4 0
"i6" 4 0
"j6" 4 0
"k6" 4 0
"l6" 4 0
"m6" 4 0
"n6" 4 0
"o6" 4 0
"p6" 4 0
"q6" 4 0
"r6" 4 0
"s6" 4 0
"t6" 4 0
"t5" 4 0
"s5" 4 0
"r5" 4 0
"q5" 4 0
"p5" 4 0
"o5" 4 0
"n5" 4 0
"m5" 4 0
"l5" 4 0
"t7" 4 0
"s7" 4 0
"r7" 4 0
"s8" 8 0
"p7" 4 0
"o7" 4 0
"n7" 4 0
"m7" 4 0
"l7" 4 0
"j7" 5 0
"i7" 5 0
"l8" 4 0
"n8" 4 0
"o8" 4 0
"p8" 4 0
"q8" 4 0
"r8" 4 0
"s12" 8 0
"t8" 4 0
"t9" 4 0
"s9" 4 0
"r9" 4 0
"q7" 8 0
"p9" 4 0
"o9" 4 0
"m9" 5 0
"n9" 5 0
"o10" 4 0
"p10" 4 0
"q10" 4 0
"r10" 4 0
"s14" 8 0
"t10" 4 0
"t11" 4 0
"s11" 4 0
"r11" 4 0
"q9" 8 0
"p11" 4 0
"o11" 4 0
"n10" 5 0
"n11" 5 0
"o12" 4 0
"p12" 4 0
"q12" 4 0
"r12" 4 0
"t12" 4 0
"t13" 4 0
"s13" 4 0
"r13" 4 0
"q11" 8 0
"p13" 4 0
"o13" 4 0
"l9" 5 0
"n12" 5 0
"o14" 4 0
"p14" 4 0
"q14" 4 0
"r14" 4 0
"f12" 5 0
"t14" 4 0
"t15" 4 0
"s15" 4 0
"r15" 4 0
"q15" 8 0
"p15" 4 0
"o15" 4 0
"n13" 5 0
"n16" 5 0
"o16" 4 0
"p16" 4 0
"q16" 4 0
"r16" 4 0
"q13" 8 0
"t16" 4 0
"t17" 4 0
"s17" 4 0
"r17" 4 0
"q17" 4 0
"p17" 4 0
"o17" 4 0
"n17" 4 0
"m17" 4 0
"l17" 4 0
"k17" 4 0
"j17" 4 0
"i17" 4 0
"h17" 4 0
"g17" 4 0
"g18" 4 0
"h18" 4 0
"i18" 4 0
"j18" 4 0
"k18" 4 0
"l18" 4 0
"m18" 4 0
"n18" 4 0
"o18" 4 0
"p18" 4 0
"q18" 4 0
"r18" 4 0
"s18" 4 0
"t18" 4 0
"t19" 4 0
"s19" 4 0
"r19" 4 0
"q19" 4 0
"p19" 4 0
"o19" 4 0
"n19" 4 0
"m19" 4 0
"l19" 4 0
"k19" 4 0
"j19" 4 0
"i19" 4 0
"h19" 4 0
"g19" 4 0
"g20" 4 0
"h20" 4 0
"i20" 4 0
"j20" 4 0
"k20" 4 0
"l20" 4 0
"m20" 4 0
"n20" 4 0
"o20" 4 0
"p20" 4 0
"q20" 4 0
"r20" 4 0
"s20" 4 0
"t20" 4 0
"d7" 4 0
"c7" 4 0
"b7" 4 0
"a9" 8 0
"a8" 4 0
"b8" 4 0
"a7" 8 0
"d8" 4 0
"d9" 4 0
"c9" 4 0
"b9" 4 0
"a13" 8 0
"a10" 4 0
"b10" 4 0
"a11" 8 0
"d10" 4 0
"d11" 4 0
"c11" 4 0
"b11" 4 0
"a15" 8 0
"a12" 4 0
"b12" 4 0
"c10" 8 0
"d12" 4 0
"d13" 4 0
"c13" 4 0
"b13" 4 0
"s16" 8 0
"a14" 4 0
"b14" 4 0
"c12" 8 0
"d14" 4 0
"e14" 4 0
"e15" 4 0
"d15" 4 0
"c15" 4 0
"b15" 4 0
"s10" 8 0
"a16" 4 0
"b16" 4 0
"c16" 8 0
"d16" 4 0
"e16" 4 0
"e17" 4 0
"d17" 4 0
"c17" 4 0
"b17" 4 0
"a17" 4 0
"a18" 4 0
"b18" 4 0
"c18" 4 0
"d18" 4 0
"e18" 4 0
"e19" 4 0
"d19" 4 0
"c19" 4 0
"b19" 4 0
"a19" 4 0
"a20" 4 0
"b20" 4 0
"c20" 4 0
"d20" 4 0
"e20" 4 0
"f11" 5 0
"c14" 8 0
"c8" 8 0
"f13" 5 0
"g15" 5 0
"g16" 5 0
"i16" 5 0
"j16" 5 0
"n15" 5 0
"n14" 5 0
"h7" 5 0
