// bulldozer storage "level5" last updated 17-11-2015 21:42:14
nextlevel = "level6"
"d20" 4 0
"c20" 4 0
"b20" 4 0
"g20" 4 0
"h20" 4 0
"i20" 4 0
"j20" 4 0
"k20" 4 0
"l20" 4 0
"m20" 4 0
"n20" 4 0
"o20" 4 0
"p20" 4 0
"q20" 4 0
"r20" 4 0
"s20" 4 0
"r18" 6 0
"s13" 4 0
"r13" 4 0
"q13" 4 0
"q12" 4 0
"r12" 4 0
"s12" 4 0
"t12" 4 0
"t11" 4 0
"s11" 4 0
"r11" 4 0
"q11" 4 0
"q10" 4 0
"r10" 4 0
"s10" 4 0
"t10" 4 0
"t9" 4 0
"s9" 4 0
"r9" 4 0
"q9" 4 0
"q8" 4 0
"r8" 4 0
"s8" 4 0
"t8" 4 0
"t13" 4 0
"t14" 4 0
"s14" 4 0
"r14" 4 0
"q14" 4 0
"q15" 4 0
"r15" 4 0
"s15" 4 0
"t15" 4 0
"t16" 4 0
"s16" 4 0
"r16" 4 0
"q16" 4 0
"g15" 1 1
"r17" 4 0
"s17" 4 0
"t17" 4 0
"t18" 4 0
"s18" 4 0
"m13" 2 0
"q18" 4 0
"g3" 4 0
"f3" 4 0
"e3" 4 0
"d3" 4 0
"t1" 6 0
"b3" 4 0
"a3" 4 0
"a2" 4 0
"d4" 6 0
"c2" 4 0
"d2" 4 0
"e2" 4 0
"f2" 4 0
"g2" 4 0
"h2" 4 0
"i2" 4 0
"j2" 4 0
"k2" 4 0
"l2" 4 0
"m2" 4 0
"n2" 4 0
"o2" 4 0
"p2" 4 0
"q2" 4 0
"r2" 4 0
"q4" 6 0
"t2" 4 0
"r3" 6 0
"s1" 4 0
"r1" 4 0
"q1" 4 0
"p1" 4 0
"o1" 4 0
"n1" 4 0
"m1" 4 0
"l1" 4 0
"k1" 4 0
"j1" 4 0
"i1" 4 0
"h1" 4 0
"g1" 4 0
"f1" 4 0
"e1" 4 0
"d1" 4 0
"c1" 4 0
"b1" 4 0
"c3" 6 0
"t3" 4 0
"s3" 4 0
"t20" 6 0
"q3" 4 0
"p3" 4 0
"o3" 4 0
"n3" 4 0
"m3" 4 0
"l3" 4 0
"k3" 4 0
"j3" 4 0
"i3" 4 0
"h3" 4 0
"h4" 4 0
"g4" 4 0
"f4" 4 0
"e4" 4 0
"s2" 6 0
"c4" 4 0
"b4" 4 0
"a4" 4 0
"a5" 4 0
"b5" 4 0
"c5" 4 0
"d5" 4 0
"e5" 4 0
"f5" 4 0
"g5" 4 0
"h5" 4 0
"i5" 4 0
"j5" 4 0
"k5" 4 0
"l5" 4 0
"m5" 4 0
"n5" 4 0
"o5" 4 0
"p5" 4 0
"q5" 4 0
"r5" 4 0
"s5" 4 0
"t5" 4 0
"t4" 4 0
"s4" 4 0
"r4" 4 0
"s19" 6 0
"p4" 4 0
"o4" 4 0
"n4" 4 0
"m4" 4 0
"l4" 4 0
"k4" 4 0
"j4" 4 0
"i4" 4 0
"t6" 4 0
"s6" 4 0
"r6" 4 0
"q6" 4 0
"p6" 4 0
"o6" 4 0
"n6" 4 0
"n7" 4 0
"l7" 4 0
"j7" 4 0
"h7" 4 0
"f7" 4 0
"g7" 4 0
"i7" 4 0
"k7" 4 0
"e6" 4 0
"d6" 4 0
"c6" 4 0
"b6" 4 0
"a6" 4 0
"p15" 4 0
"m7" 4 0
"f16" 5 0
"f13" 5 0
"f15" 5 0
"f14" 5 0
"f12" 5 0
"g12" 5 0
"h12" 5 0
"h11" 5 0
"g9" 5 0
"g8" 5 0
"g11" 5 0
"g10" 5 0
"h8" 5 0
"i8" 5 0
"j8" 5 0
"k8" 5 0
"k9" 5 0
"k10" 5 0
"l9" 5 0
"m9" 5 0
"n9" 5 0
"n10" 5 0
"n11" 5 0
"n12" 5 0
"n13" 5 0
"n14" 5 0
"m14" 5 0
"l14" 5 0
"j17" 4 0
"j18" 4 0
"i18" 4 0
"h18" 4 0
"g18" 4 0
"f18" 4 0
"l13" 5 0
"l12" 5 0
"k12" 5 0
"j12" 5 0
"j13" 5 0
"j15" 5 0
"j14" 5 0
"j16" 5 0
"i16" 5 0
"h16" 5 0
"g16" 5 0
"f10" 4 0
"f9" 4 0
"f8" 4 0
"f11" 4 0
"o9" 4 0
"o8" 4 0
"m8" 4 0
"l8" 4 0
"n8" 4 0
"m15" 4 0
"l15" 4 0
"k15" 4 0
"o10" 4 0
"k14" 4 0
"k13" 4 0
"k16" 4 0
"o11" 4 0
"o12" 4 0
"o13" 4 0
"o14" 4 0
"l16" 4 0
"o16" 4 0
"o17" 4 0
"n17" 4 0
"m17" 4 0
"l17" 4 0
"k17" 4 0
"m16" 4 0
"n16" 4 0
"k18" 4 0
"l18" 4 0
"m18" 4 0
"n18" 4 0
"o18" 4 0
"n15" 4 0
"a20" 6 0
"b19" 6 0
"m12" 2 0
"m11" 2 0
"i14" 3 0
"h14" 3 0
"h13" 3 0
"i17" 4 0
"h17" 4 0
"g17" 4 0
