// bulldozer storage "level6" last updated 06-12-2015 16:11:35
nextlevel = "level7"
"b17" 6 0
"c17" 6 0
"d17" 6 0
"e17" 6 0
"f17" 6 0
"g17" 6 0
"h17" 6 0
"i17" 6 0
"j17" 6 0
"k17" 6 0
"l17" 6 0
"m17" 6 0
"n17" 6 0
"o17" 6 0
"p17" 6 0
"q17" 6 0
"r17" 6 0
"s17" 6 0
"t17" 6 0
"t16" 6 0
"s16" 6 0
"r16" 6 0
"q16" 6 0
"p16" 6 0
"o16" 6 0
"n16" 6 0
"m16" 6 0
"l16" 6 0
"k16" 6 0
"j16" 6 0
"i16" 6 0
"h16" 6 0
"g16" 6 0
"n15" 6 0
"o15" 6 0
"p15" 6 0
"q15" 6 0
"r15" 6 0
"s15" 6 0
"t15" 6 0
"t14" 6 0
"s14" 6 0
"r14" 6 0
"q14" 6 0
"p14" 6 0
"p13" 6 0
"q13" 6 0
"r13" 6 0
"s13" 6 0
"t13" 6 0
"t12" 6 0
"s12" 6 0
"r12" 6 0
"q12" 6 0
"p12" 6 0
"p11" 6 0
"q11" 6 0
"r11" 6 0
"s11" 6 0
"t11" 6 0
"t10" 6 0
"s10" 6 0
"r10" 6 0
"q10" 6 0
"p10" 6 0
"o10" 6 0
"o9" 6 0
"p9" 6 0
"q9" 6 0
"r9" 6 0
"s9" 6 0
"t9" 6 0
"t18" 6 0
"t19" 6 0
"t20" 6 0
"s20" 6 0
"r20" 6 0
"q20" 6 0
"p20" 6 0
"o20" 6 0
"n20" 6 0
"m20" 6 0
"l20" 6 0
"k20" 6 0
"j20" 6 0
"i20" 6 0
"h20" 6 0
"g20" 6 0
"f20" 6 0
"e20" 6 0
"d20" 6 0
"c20" 6 0
"b20" 6 0
"a20" 6 0
"a19" 6 0
"a18" 6 0
"d19" 6 0
"e19" 6 0
"f19" 6 0
"g19" 6 0
"h19" 6 0
"i19" 6 0
"j19" 6 0
"k19" 6 0
"l19" 6 0
"m19" 6 0
"n19" 6 0
"o19" 6 0
"p19" 6 0
"q19" 6 0
"q18" 6 0
"p18" 6 0
"o18" 6 0
"n18" 6 0
"m18" 6 0
"l18" 6 0
"k18" 6 0
"j18" 6 0
"i18" 6 0
"h18" 6 0
"g18" 6 0
"f18" 6 0
"e18" 6 0
"d18" 6 0
